"vegobjektid";"type_id";"versjonid";"startdato";"sistmodifisert";"Målestasjonsnummer";"Med-retning (fra)";"Mot-retning (fra)";"Kilde";"Registreringsnivå";"Trafikantgruppe";"Status";"Stedsnavn";"Antall kjørefelt";"Sist oppdatert fra NorTraf";"Prosjektreferanse";"Geometri, punkt";"kommune";"fylke";"region";"vegavdeling";"riksvegrute";"kontraktsområde";"vegreferanse";"fylkesnummer";"kommunenummer";"vegkategori";"vegstatus";"vegnummer";"fra hp";"til hp";"fra meter";"til meter";"stedfesting";"geometri";"srid"
"765755068";"482";"4";"2018-01-19";"2018-02-09T15:33:30";"1100073";"Grødem X E39";"Randaberg";"Registreringspunkt";"Kontinuerlig (Nivå 1)";"Motorkjøretøy";"Operativ";"Randabergsletta";"2";"2018-01-19";;;"Randaberg";"Rogaland";"VEST";"Rogaland";"";"1103 Stavanger 2017-2022,1103 STAVANGER 2011-2016,1153 Sør Rogaland 2018-2023";"1100 Fv480 hp3 m123";"11";"0";"F";"V";"480";"3";"3";"123";;"320707 0.0565831704658834 0.0565831704658834 WITH N/A ";"POINT Z (-36328.33307 6576869.61284 24.2)";"32633"
"765755069";"482";"2";"2017-08-15";"2018-02-09T15:33:30";"1110001";"Finnestad X E39";"Randaberg";"Registreringspunkt";"Kontinuerlig (Nivå 1)";"Sykkel";"Operativ";"Randabergsletta (sykkel)";"1";"2017-08-15";;;"Randaberg";"Rogaland";"VEST";"Rogaland";"";"";"1127 Kg480 hp202 m124";"11";"1127";"K";"G";"480";"202";"202";"124";;"2029426 0.642097756106649 0.642097756106649 WITH N/A ";"POINT Z (-36333.77797 6576864.53477 24.19239)";"32633"
"765755079";"482";"1";"1950-01-01";"2018-01-16T15:43:25";"1100716";"Skankeholen";"Harestad";"Registreringspunkt";"Kontinuerlig (Nivå 1)";"Motorkjøretøy";"Operativ";"BYHAUGTUNNELEN sør";"2";"2017-04-06";;"POINT (-33585.31 6574139.29 21.04)";"Stavanger";"Rogaland";"VEST";"Rogaland";"RUTE3 2010-2019,RUTE3 2014-2023";"1153 ELEKTRO,1103 Stavanger 2017-2022,1103 STAVANGER 2011-2016,1153 Sør Rogaland 2018-2023";"1100 Ev39 hp9 m3045";"11";"0";"E";"V";"39";"9";"9";"3045";;"319525 0.507491356250209 0.507491356250209 WITH N/A LEFT";"POINT Z (-33576.70132 6574139.00224 20.12467)";"32633"
"765755082";"482";"1";"2013-12-20";"2018-02-09T15:33:30";"1100997";"Bjergsted";"Vardeneset";"Registreringspunkt";"Kontinuerlig (Nivå 1)";"Motorkjøretøy";"Operativ";"Dusavikveien";"2";"2017-04-06";;"POINT (-33305.26 6575925.15 16.89)";"Stavanger";"Rogaland";"VEST";"Rogaland";"";"1103 Stavanger 2017-2022,1103 STAVANGER 2011-2016,1153 Sør Rogaland 2018-2023";"1100 Fv411 hp1 m2291";"11";"0";"F";"V";"411";"1";"1";"2291";;"320223 0.453641938341482 0.453641938341482 WITH N/A LEFT";"POINT Z (-33299.4844 6575927.96914 16.49169)";"32633"
"765755088";"482";"2";"2017-05-23";"2018-01-16T15:43:25";"1100076";"Sandnes sentrum";"Bogafjell X E39";"Registreringspunkt";"Kontinuerlig (Nivå 1)";"Motorkjøretøy";"Operativ";"Austrått";"2";"2017-05-23";;"POINT (-33318.37 6559056.29 41.55)";"Sandnes";"Rogaland";"VEST";"Rogaland";"";"1103 Stavanger 2017-2022,1103 STAVANGER 2011-2016,1153 Sør Rogaland 2018-2023";"1100 Fv334 hp1 m1334";"11";"0";"F";"V";"334";"1";"1";"1334";;"320152 0.880460546219275 0.880460546219275 WITH N/A LEFT";"POINT Z (-33323.89319 6559055.51486 41.6)";"32633"
"765755095";"482";"3";"2017-05-13";"2018-01-16T15:43:25";"1100829";"Sandnes X Rv44";"Stangeland S X Fv510";"Registreringspunkt";"Kontinuerlig (Nivå 1)";"Motorkjøretøy";"Operativ";"SOMA";"2";"2017-05-13";;"POINT (-35221.58 6562059.45 25.84)";"Sandnes";"Rogaland";"VEST";"Rogaland";"";"1153 ELEKTRO,1103 Stavanger 2017-2022,1103 STAVANGER 2011-2016,1153 Sør Rogaland 2018-2023";"1100 Fv509 hp1 m2367";"11";"0";"F";"V";"509";"1";"1";"2367";;"319868 0.440266892862543 0.440266892862543 WITH N/A RIGHT";"POINT Z (-35228.7329 6562053.39474 25.64132)";"32633"
"765755099";"482";"2";"2017-05-23";"2018-02-01T14:45:17";"1100078";"Sundekrossen X Rv509";"Tastatorget X E39";"Registreringspunkt";"Kontinuerlig (Nivå 1)";"Motorkjøretøy";"Operativ";"Håland";"2";"2017-05-23";;"POINT (-37517.42 6576089.31 18.58)";"Randaberg";"Rogaland";"VEST";"Rogaland";"";"1103 Stavanger 2017-2022,1103 STAVANGER 2011-2016,1153 Sør Rogaland 2018-2023";"1100 Fv409 hp2 m1388";"11";"0";"F";"V";"409";"2";"2";"1388";;"320689 0.528333937583037 0.528333937583037 WITH N/A LEFT";"POINT Z (-37524.26453 6576079.69138 17.94507)";"32633"
"765755102";"482";"2";"2017-05-23";"2018-01-16T15:43:25";"1100079";"Skankeholen";"Harestad";"Registreringspunkt";"Kontinuerlig (Nivå 1)";"Motorkjøretøy";"Operativ";"Mosheim";"2";"2017-05-23";;"POINT (-33289.49 6571892.08 51.6)";"Stavanger";"Rogaland";"VEST";"Rogaland";"RUTE3 2010-2019,RUTE3 2014-2023";"1153 ELEKTRO,1103 Stavanger 2017-2022,1103 STAVANGER 2011-2016,1153 Sør Rogaland 2018-2023";"1100 Ev39 hp9 m468";"11";"0";"E";"V";"39";"9";"9";"468";;"319521 0.316353969158478 0.316353969158478 WITH N/A RIGHT";"POINT Z (-33297.58941 6571886.32673 51.4)";"32633"
"765755112";"482";"2";"2017-10-07";"2018-01-16T15:43:25";"1100077";"Vatnekrossen X Rv13";"Hommeland X Fv508";"Registreringspunkt";"Kontinuerlig (Nivå 1)";"Motorkjøretøy";"Operativ";"Vatnekrossen";"2";"2017-10-07";;"POINT (-31321.93 6560381.98 32.22)";"Sandnes";"Rogaland";"VEST";"Rogaland";"";"1153 ELEKTRO,1102 HØGSFJORD 2009-2014,1102 Høgsfjord 2015-2020,1153 Sør Rogaland 2018-2023,Kontrollrute 2 - 1102 Høgsfjord";"1100 Fv316 hp1 m27";"11";"0";"F";"V";"316";"1";"1";"27";;"320124 0.0027647698984977 0.0027647698984977 WITH N/A LEFT";"POINT Z (-31328.73505 6560379.14993 32.51845)";"32633"
"765755131";"482";"2";"2017-04-29";"2018-01-16T15:43:25";"1100075";"Sola";"Sundekrossen";"Registreringspunkt";"Kontinuerlig (Nivå 1)";"Motorkjøretøy";"Operativ";"Risavika";"2";"2017-04-29";;"POINT (-39587.27 6570179.77 3.97)";"Sola";"Rogaland";"VEST";"Rogaland";"RUTE3 2010-2019,RUTE3 2014-2023";"1153 ELEKTRO,1103 Stavanger 2017-2022,1103 STAVANGER 2011-2016,1153 Sør Rogaland 2018-2023,Bussveien";"1100 Rv509 hp3 m7139";"11";"0";"R";"V";"509";"3";"3";"7139";;"319872 0.605830603536263 0.605830603536263 WITH N/A LEFT";"POINT Z (-39581.42504 6570179.36897 4.21668)";"32633"
"765755134";"482";"3";"2017-08-15";"2017-08-15T04:01:25";"1110002";"Hove X E39";"Hogstadkr. X Fv516";"Registreringspunkt";"Kontinuerlig (Nivå 1)";"Sykkel";"Operativ";"Hogstad (sykkel)";"1";"2017-08-15";;;"Sandnes";"Rogaland";"VEST";"Rogaland";"";"1102 HØGSFJORD 2009-2014,1102 Høgsfjord 2015-2020,1153 Sør Rogaland 2018-2023,Kontrollrute 3 - 1102 Høgsfjord";"1100 Rg13 hp201 m7540";"11";"0";"R";"G";"13";"201";"201";"7540";;"1685723 0.591545207760791 0.591545207760791 WITH N/A ";"POINT Z (-27727.72086 6562786.74107 44.55708)";"32633"
"766028938";"482";"5";"2017-09-20";"2018-01-16T15:43:25";"1100074";"Gimra X510";"Stavanger lufth.X509";"Registreringspunkt";"Kontinuerlig (Nivå 1)";"Motorkjøretøy";"Operativ";"Solastrand sør";"2";"2017-09-20";;"POINT (-40728.29 6564144.24 2.55)";"Sola";"Rogaland";"VEST";"Rogaland";"";"1103 Stavanger 2017-2022,1103 STAVANGER 2011-2016,1153 Sør Rogaland 2018-2023";"1100 Fv374 hp1 m2211";"11";"0";"F";"V";"374";"1";"1";"2211";;"320684 0.485818888761323 0.485818888761323 WITH N/A RIGHT";"POINT Z (-40734.83261 6564145.678 2.64789)";"32633"
"775510035";"482";"2";"2017-05-13";"2018-01-16T15:43:25";"1100080";"Lura";"Forus X Fv44";"Registreringspunkt";"Kontinuerlig (Nivå 1)";"Motorkjøretøy";"Operativ";"Forus Gamleveien";"2";"2017-05-13";;"POINT (-32519.26 6564243 27.64)";"Sandnes";"Rogaland";"VEST";"Rogaland";"";"1103 Stavanger 2017-2022,1103 STAVANGER 2011-2016,1153 Sør Rogaland 2018-2023";"1100 Fv314 hp1 m1639";"11";"0";"F";"V";"314";"1";"1";"1639";;"320678 0.176196181942835 0.176196181942835 WITH N/A RIGHT";"POINT Z (-32531.08541 6564243.74592 27.4)";"32633"
"779725248";"482";"2";"2017-05-13";"2018-01-16T15:43:25";"1100082";"Ganddal";"Sandnes sentr.";"Registreringspunkt";"Kontinuerlig (Nivå 1)";"Motorkjøretøy";"Operativ";"Brueland";"2";"2017-05-13";;"POINT (-33916.19 6560028.3 7.35)";"Sandnes";"Rogaland";"VEST";"Rogaland";"";"1153 ELEKTRO,1103 Stavanger 2017-2022,1103 STAVANGER 2011-2016,1153 Sør Rogaland 2018-2023";"1100 Fv325 hp1 m4264";"11";"0";"F";"V";"325";"1";"1";"4264";;"319722 0.666606807508407 0.666606807508407 WITH N/A RIGHT";"POINT Z (-33922.3313 6560030.0803 7.22626)";"32633"
"789140273";"482";"3";"2017-07-26";"2018-01-16T15:43:25";"1100367";"Hinna";"Stavanger X Fv509";"Registreringspunkt";"Kontinuerlig (Nivå 1)";"Motorkjøretøy";"Operativ";"Lagårdsveien";"3";"2017-07-26";;"POINT (-31562.05 6572450.14 13.77)";"Stavanger";"Rogaland";"VEST";"Rogaland";"";"1153 ELEKTRO,1103 Stavanger 2017-2022,1103 STAVANGER 2011-2016,1153 Sør Rogaland 2018-2023,Bussveien";"1100 Fv44 hp9 m6014";"11";"0";"F";"V";"44";"9";"9";"6014";;"319742 0.853926152094432 0.853926152094432 WITH N/A RIGHT";"POINT Z (-31572.51151 6572446.84205 13.59624)";"32633"
"789140274";"482";"3";"2017-06-17";"2018-01-16T15:43:25";"1100366";"Ganddal X Fv505";"Elveplassen X Fv334";"Registreringspunkt";"Kontinuerlig (Nivå 1)";"Motorkjøretøy";"Operativ";"Hoveveien";"2";"2017-06-17";;"POINT (-33923.97 6558840 33.01)";"Sandnes";"Rogaland";"VEST";"Rogaland";"";"1103 Stavanger 2017-2022,1103 STAVANGER 2011-2016,1153 Sør Rogaland 2018-2023";"1100 Fv330 hp1 m1828";"11";"0";"F";"V";"330";"1";"1";"1828";;"320138 0.908341339387044 0.908341339387044 WITH N/A RIGHT";"POINT Z (-33929.00079 6558842.21444 32.78016)";"32633"
"803644518";"482";"6";"2018-01-26";"2018-01-26T03:01:33";"1100372";"Rundkj. X Fv509";"E39 Smeahei";"Registreringspunkt";"Kontinuerlig (Nivå 1)";"Motorkjøretøy";"Operativ";"Smeaheia vest";"2";"2018-01-26";;;"Sandnes";"Rogaland";"VEST";"Rogaland";"RUTE3 2010-2019,RUTE3 2014-2023";"1103 Stavanger 2017-2022,1103 STAVANGER 2011-2016,1153 Sør Rogaland 2018-2023";"1100 Rv44 hp8 m287";"11";"0";"R";"V";"44";"8";"8";"287";;"1727514 0.353821904347096 0.353821904347096 WITH N/A ";"POINT Z (-34758.10948 6561933.54629 28.98059)";"32633"
"844026897";"482";"4";"2018-01-30";"2018-01-30T03:01:57";"1110009";"FRA Sola";"FRA Sundekr X Fv409";"Registreringspunkt";"Kontinuerlig (Nivå 1)";"Sykkel";"Operativ";"Sømmevågen 2 Sykkel";"2";"2018-01-30";;;"Sola";"Rogaland";"VEST";"Rogaland";"";"1103 Stavanger 2017-2022,1153 Sør Rogaland 2018-2023";"1100 Rg509 hp2 m2161";"11";"0";"R";"G";"509";"2";"2";"2161";;"2721359 0.136341740306871 0.136341740306871 WITH N/A ";"POINT Z (-38271.25508 6566245.88515 3.69515)";"32633"
"844026898";"482";"4";"2018-01-30";"2018-01-30T03:01:36";"1110010";"FRA Sømmevågen";"FRA Sola flyplass";"Registreringspunkt";"Kontinuerlig (Nivå 1)";"Sykkel";"Operativ";"Flyplassvegen Sola Sykkel";"2";"2018-01-30";;;"Sola";"Rogaland";"VEST";"Rogaland";"";"1103 Stavanger 2017-2022,1153 Sør Rogaland 2018-2023";"1100 Rg509 hp250 m607";"11";"0";"R";"G";"509";"250";"250";"607";;"2721303 0.449297202227447 0.449297202227447 WITH N/A ";"POINT Z (-38829.09424 6565948.69834 8.00485)";"32633"
